CRSP_ID,variable,value
HEN.533,End_Description,N OF 94TH ST TO S OF 91ST ST
HEN.535,End_Description,E OF 86TH TO W OF OLD SHAK RD
HEN.536,End_Description,@ 77TH ST
HEN.537,End_Description,@ 78TH ST
HEN.540,End_Description,N OF CNDLWD TO S OF BERGER DR
HEN.543,End_Description,N OF CSAH 62 TO M.P. 2.44
HEN.546,End_Description,@ HUMBOLDT AVENUE
HEN.547,End_Description,@ TH 77 EAST RAMP
HEN.548,End_Description,N OF 64TH ST TO 62ND ST - R
HEN.550,End_Description,@ GLEN LAKE BLVD/WILLIAMS LANE
HEN.558,End_Description,46th St/CSAH 46
S.43.7.81.002,End_Description,USTH 212
HEN.560,End_Description,@ TH 7 NORTH RAMP
HEN.562,End_Description,E OF CSAH 20 TO W OF MDBRK RD
HEN.567,End_Description,M.P. 1.18 TO M.P. 1.72
HEN.570,End_Description,E OF CSAH 61 TO M.P. 3.36
HEN.573,End_Description,S OF FAI 494 TO N OF CSAH 5
HEN.576,End_Description,E OF OTTAWA AVE TO LYNN AVE
HEN.578,End_Description,@ SHERWOOD PLACE
HEN.579,End_Description,@ USTH 12 SOUTH RAMP
HEN.581,End_Description,@ GOLDEN VALLEY RD
HEN.582,End_Description,N OF IND PARK TO M.P. 18.02
HEN.585,End_Description,@ NOBLE AVE LT
HEN.586,End_Description,E OF CSAH 102 TO M.P. 0.23
HEN.589,End_Description,N OF 32ND TO 35TH AVE
HEN.591,End_Description,N OF QUEBEC AVE TO M.P. 03.17
HEN.593,End_Description,@ WELCOME AVE-RT
HEN.594,End_Description,@ CSAH 10
HEN.596,End_Description,@ HIGHCREST DRIVE
HEN.597,End_Description,N OF CORVALLIS TO 600' N OF CP
HEN.598,End_Description,@ MNTH 55
HEN.599,End_Description,@ 53RD AVENUE N
HEN.6,End_Description,@ KNOX AVE-LT/COMM ENT-RT
HEN.60,End_Description,E OF JAMES TO GIRARD AVE
HEN.603,End_Description,E OF XYLON TO W OF CSAH 156
HEN.611,End_Description,Normandale Blvd/CSAH 34
HEN.612,End_Description,@ LYNDALE AVE
HEN.617,End_Description,@ TH 62 NORTH RAMP
HEN.618,End_Description,N OF STHDALE EXIT TO S CSAH 53
HEN.619,End_Description,W of York Av/CSAH 31
HEN.62,End_Description,@ 27TH AVE NE-RT/APT/PARK-LT
HEN.622,End_Description,E OF ANNAPOLIS TO W OF FAI 494
HEN.625,End_Description,S OF 68TH AV TO N OF FAI NRAMP
HEN.626,End_Description,@ CSAH 130
HEN.633,End_Description,E OF NIAGARA TO W OF FERNBROOK
HEN.634,End_Description,N OF EFLR TO S OF W EAGLE LK
HEN.637,End_Description,M.P. 23.99 TO S OF 73RD AVE
HEN.638,End_Description,CR 81
HEN.64,End_Description,@ USTH 12
S.73.4.9.006,End_Description,Ridgeway Dr
HEN.643,End_Description,@ BRAXTON DRIVE
S.86.4.37.002,End_Description,County Road 6 NW
HEN.646,End_Description,E OF FV/P LN TO W OF CSAH 61
045-010,End_Description,HAMMER
S.43.4.2.003,End_Description,190th St
HEN.650,End_Description,E OF CSAH 19 TO N LOMA LINDA
S.13.4.10.001,End_Description,Intersection of Forest Blvd and South St
S.86.4.38.001,End_Description,62nd Street NW
S.86.4.75.001,End_Description,0.87 miles SE of Hwy 24
S.18.7.103.001,End_Description,CSAH 3 / CSAH 36
HEN.658,End_Description,300' S OF LL TRL TO WYZ BLV/12
S.13.7.57.001,End_Description,Intersection of 490th St and Forest Blvd
S.86.4.3.006,End_Description,County Road 37 NW
S.69.4.46.001,End_Description,MN-33
S.04.4.22.006,End_Description,2.40 miles W of Co Rd 39
S.86.4.39.003,End_Description,County Road 8 NW
HEN.67,End_Description,E OF HAYES ST TO W OF STINSON
S.86.7.106.003,End_Description,Cahill Ave NE
074-020,End_Description,T.H. # 13.
S.69.7.955.002,End_Description,Mineral Ave
035-040,End_Description,CSAH 26
S.49.7.258.001,End_Description,S LIMITS LITTLE FALLS
HEN.676,End_Description,MP 3.04 TO MP 3.45
S.55.4.12.001,End_Description,USTH 52
HEN.683,End_Description,S OF 75th PL N TO S OF W Lk DR
HEN.684,End_Description,M.P. 12.81 TO W OF CSAH 101
S.56.4.14.003,End_Description,MNTH 78
HEN.687,End_Description,SEE INTERSECTING CSAH 14
S.43.4.4.001,End_Description,Dorans St
HEN.69,End_Description,@ CSAH 93/37TH AVE
HEN.662,End_Description,@ USTH 12
HEN.692,End_Description,@ CSAH 81
HEN.693,End_Description,N OF CSAH 30 TO S OF 96TH AVE
S.56.4.88.001,End_Description,USTH 59
HEN.695,End_Description,@ 109TH AVE NO
HEN.696,End_Description,@ 114TH AVE N
HEN.697,End_Description,W ON HAYDEN LK TO E OF TH 169
S.86.4.17.003,End_Description,County Line Rd SE
HEN.70,End_Description,37th Ave NE
HEN.256,End_Description,E OF TRAIL HAVEN R TO W OF 116
S.73.7.151.001,End_Description,Co Rd 52
HEN.702,End_Description,Pointe Drive
HEN.703,End_Description,S Diamond Lk Rd
HEN.704,End_Description,I-94 BRIDGE TO W OF MNTH 101
HEN.705,End_Description,N OF CSAH 144 TO S OF CSAH 13
HEN.706,End_Description,E OF MP 8.11 TO W OF CSAH 12
HEN.709,End_Description,N OF CANDLEWOOD TO M.P. 0.69
HEN.71,End_Description,S OF CSAH 153 TO N OF 26TH AVE
HEN.719,End_Description,@ CO RD 47
HEN.723,End_Description,@ WB 610 RAMPS
HEN.727,End_Description,SEE INTERSECTING CSAH 28
HEN.729,End_Description,@ CSAH 39
HEN.73,End_Description,SE OF COLFAX TO NW OF LYNDALE
HEN.730,End_Description,@ USTH 169 (N JCT-E RAMP)
HEN.735,End_Description,@ AMERICAN BLVD / 80TH STREET
HEN.737,End_Description,SEE INTERSECTING CSAH 61
HEN.739,End_Description,E OF TOWNLINE TO W OF CSAH 62
HEN.74,End_Description,W OF HUMBOLDT TO E OF LOGAN
HEN.740,End_Description,@ FAI 494 EAST RAMP
HEN.741,End_Description,N OF DOMINICK TO S OF K-TEL
HEN.744,End_Description,@ NIAGARA LANE/PARK ENT
HEN.750,End_Description,N OF OLD HWY 8 TO COUNTY LINE
HEN.751,End_Description,@ MNTH 55-E JCT
HEN.756,End_Description,E OF ANTHONY LN TO E CNTY LN
HEN.757,End_Description,@ MNTH 55
HEN.758,End_Description,N OF 42ND PL TO S OF 43RD AVE
HEN.759,End_Description,E OF ZACHARY TO W OF NATHN/LAN
HEN.76,End_Description,@ CSAH 152 OSSEO ROAD
HEN.760,End_Description,@ 37TH AVE NE-N LIMITS OF MPLS
HEN.761,End_Description,@ CSAH 10
HEN.762,End_Description,N OF SHMDT LK RD TO M.P. 21.16
HEN.763,End_Description,@ EAST FISH LAKE ROAD
HEN.764,End_Description,TH 169 INTERCHANGE
HEN.766,End_Description,N OF 69TH TO S OF 70TH AVE N
HEN.769,End_Description,@ TIMBERCREST LANE
HEN.772,End_Description,E OF ZEALAND TO W OF CSAH 81
HEN.775,End_Description,@ TH 169 WEST RAMP
HEN.777,End_Description,N OF CSAH 109 TO M.P. 1.17
HEN.778,End_Description,@ CSAH 30
S.69.4.63.001,End_Description,Intersection of Morton Rd and 1st Ave
HEN.780,End_Description,@ FALLGOLD PARKWAY
HEN.782,End_Description,@ MNTH 252
HEN.784,End_Description,@ TH 610 N-RAMP
HEN.79,End_Description,south of 71st Av N
HEN.791,End_Description,E OF UPLAND LN TO W OF UPLAND
HEN.792,End_Description,N OF 109TH AV TO S OF 113TH AV
HEN.793,End_Description,W OF R MEM DR TO E OF CSAH 150
HEN.795,End_Description,N OF 98TH ST TO S OF 90TH ST
HEN.797,End_Description,M.P. 1.91 TO M.P. 2.87
HEN.8,End_Description,W OF CSAH 2 TO E OF 26TH AVE N
HEN.801,End_Description,N OF HARMONY TO S OF 14TH AVE
HEN.802,End_Description,@ MNTH 55
HEN.806,End_Description,43RD AVE TO M.P. 20.71
HEN.821,End_Description,@ CSAH 130
HEN.823,End_Description,N OF OAK GRV PKW TO S OF 101ST
S.86.4.6.007,End_Description,Co Rd 37 NW
HEN.835,End_Description,CHECK
S.47.4.4.003,End_Description,Meeker CHT 21
HEN.86,End_Description,W OF CO RD 159 TO M.P. 9.04
HEN.9,End_Description,E OF HAMPSHIRE TO W OF CSAH102
HEN.909,End_Description,SEE INTERSECTING CSAH GAP
HEN.958,End_Description,SEE INTERSECTING GAP IN CTY RD
HEN.960,End_Description,SEE INTERSECTING GAP IN CTY RD
S.25.4.12.005,End_Description,County 10 Blvd
S.69.4.76.001,End_Description,.55 Miles North of Intersection of Old Hwy 169 and U.S. Route 169
S.73.7.150.002,End_Description,Stearns County Line
S.86.4.12.001,End_Description,3rd Street N
S.86.4.37.005,End_Description,State Highway 25
S.86.4.12.003,End_Description,Lake Blvd S
S.69.9.3067.001,End_Description,""
S.69.4.38.001,End_Description,N Tischer Rd (CSAH 40)
S.86.4.30.004,End_Description,County Road 6 SW
S.73.7.146.002,End_Description,Co Rd 45
S.69.7.334.002,End_Description,Lost Lake Rd
S.73.4.46.001,End_Description,Stearns County Line
S.86.4.17.002,End_Description,0.05 miles North of 70th Street
S.69.7.780.001,End_Description,Segment terminates at end of Road
S.86.4.18.001,End_Description,Broadway Street E
S.86.4.18.002,End_Description,72nd Street NE
S.56.7.130.001,End_Description,CSAH 4
S.86.4.18.004,End_Description,Labeaux Avenue NE
S.25.7.168.001,End_Description,445th St
S.86.4.19.001,End_Description,32nd Street NE
S.86.4.19.002,End_Description,50th Street NE
S.86.4.19.003,End_Description,CSAH 38
S.09.7.101.001,End_Description,1/2 mile east of Thell/Bandle Court Rd
045-150,End_Description,NORTH COUNTY LINE.
S.86.7.109.002,End_Description,Hwy 55
S.73.7.143.001,End_Description,227th Ave E
S.69.7.443.002,End_Description,CSAH 73
S.86.4.7.007,End_Description,Hwy 24
S.18.4.3.005,End_Description,CSAH 1
S.43.4.20.001,End_Description,MNTH 19
014-072,End_Description,CSAH 20.
S.69.7.874.001,End_Description,Hwy 33
S.86.4.4.001,End_Description,35th Street SW
S.86.4.3.003,End_Description,Cokato Street W
035-020,End_Description,W LIM GENEVA
S.73.7.160.001,End_Description,Co Rd 2
HEN.234,End_Description,@ USTH 12-W JCT
HEN.691,End_Description,E OF TR HVN TO W OF M.P. 11.11
S.86.4.12.002,End_Description,17th Street S
S.69.4.43.002,End_Description,Jean Duluth Rd (CSAH 37)
S.25.7.45.001,End_Description,County 9 Blvd
S.69.7.245.001,End_Description,.41 Miles North of Intersection of Washburn Rd and Beyer Rd
S.55.4.34.002,End_Description,Olmsted CTH 22
S.73.7.183.002,End_Description,Co Rd 18
S.73.4.10.003,End_Description,Co Rd 17
014-070,End_Description,240 ST
S.86.4.34.001,End_Description,Labeauxe Ave NE
S.73.4.13.003,End_Description,0.25 miles E of Co Rd 175
S.69.4.20.002,End_Description,Old State Highway 135
S.86.7.132.001,End_Description,Co Rd 8 NW
014-071,End_Description,TH 13
S.86.4.33.005,End_Description,0.12 miles south of 32nd Street SE
S.69.4.98.001,End_Description,Intersection of Canosia Rd and E St. Louis River Rd
S.69.7.655.001,End_Description,Chippewa Shores
S.69.4.48.005,End_Description,Howard Gnesen Rd (CSAH 34)
S.69.4.48.004,End_Description,Fish Lake Rd (CSAH 43)
S.86.4.37.003,End_Description,Highway 55
S.86.4.35.005,End_Description,Central Avenue
S.86.4.35.006,End_Description,County Road 134 NE
S.86.4.35.007,End_Description,Edmonson Avenue NE
S.56.4.45.002,End_Description,CSAH 74
S.73.7.147.001,End_Description,Hwy 15
030-050,End_Description,1.0 MI N
S.69.4.48.003,End_Description,Seville Rd
S.18.4.39.001,End_Description,CSAH 16
S.86.4.6.002,End_Description,15th St
S.56.4.1.003,End_Description,CSAH 10
S.09.4.15.002,End_Description,CR 6
S.13.7.81.002,End_Description,Intersection of Wild Mountain Rd and Reed Ave
S.86.4.37.008,End_Description,Maciver Avenue NE
S.86.4.20.004,End_Description,Labeauxe Ave NE
034-120,End_Description,NO CO LINE
S.69.4.40.001,End_Description,E Pioneer Rd (CSAH 40)
S.86.4.38.003,End_Description,Excelsior Avenue S
S.86.4.33.001,End_Description,Eckert Ave SE
S.73.4.51.001,End_Description,Co Rd 2
S.69.7.896.001,End_Description,S Ugstad Rd
S.86.4.39.0012,End_Description,0.04 miles East of Quaday Avenue
036-020,End_Description,TH 251
S.86.7.124.001,End_Description,Dampsey Ave NW
S.56.4.73.002,End_Description,MNTH 29
S.13.4.19.001,End_Description,T-Intersection of Fawn Lake Dr NE and Falcon Ave N
S.55.4.2.002,End_Description,MNTH 42/41st St SE
S.86.4.39.008,End_Description,W Broadway Street
S.86.4.39.009,End_Description,Haug Avenue NE
S.43.4.3.003,End_Description,McLeod CTH 15
S.04.4.59.001,End_Description,Hwy 71
S.86.7.106.002,End_Description,Clementa Avenue NW
S.69.4.47.003,End_Description,CSAH 7
S.86.4.42.002,End_Description,0.14 miles N of Park Ave NE
S.09.4.1.008,End_Description,E St Louis River Rd/CR 696 (St. Louis Co)
S.13.4.9.002,End_Description,Intersection of Oasis Rd and St. Croix Trail
006-011,End_Description,CSAH 29
S.04.4.22.002,End_Description,Irvine Ave NW
S.43.4.7.004,End_Description,McLeod CTH 82/S Grade Rd SW
S.47.4.9.001,End_Description,USTH 12
S.43.4.4.004,End_Description,MNTH 7
S.73.7.155.001,End_Description,Co Rd 3
S.69.8.730.001,End_Description,Dean Forest Rd
S.73.7.177.002,End_Description,Co Rd 10
S.47.4.18.003,End_Description,MNTH 15
HEN.675,End_Description,E OF CSAH 10 TO W OF CSAH 92
S.18.4.5.001,End_Description,CSAH 49
S.09.4.26.001,End_Description,I-35 overpass
S.86.4.6.009,End_Description,Hemlock St
S.86.4.37.006,End_Description,Jason Avenue NE
S.69.4.15.001,End_Description,CSAH 223
S.73.7.126.001,End_Description,Co Rd 170
S.86.4.3.002,End_Description,60th Street SW
HEN.370,End_Description,E OF CO RD 118 TO M.P. 4.33
S.73.7.139.001,End_Description,Broadway St E
S.56.4.4.004,End_Description,Becker County Line
014-060,End_Description,FAI 90
S.73.4.5.001,End_Description,1.25 miles W of Co Rd 2
S.55.4.14.003,End_Description,USTH 63/Olmsted CTH 33
S.86.4.75.004,End_Description,Elm St
S.86.4.75.005,End_Description,Fenning Ave
S.86.7.112.001,End_Description,Hwy 25
S.04.4.5.002,End_Description,Hwy 2
S.04.4.21.003,End_Description,Island View Dr NE
S.69.7.692.002,End_Description,E Pioneer Rd
S.69.7.443.001,End_Description,Hwy 18
S.86.4.7.003,End_Description,25th St NW
S.13.7.82.001,End_Description,Intersection of Pleasant Valley Rd and Lake Blvd
HEN.249,End_Description,E. of CSAH 123/ Greenfield-Corcoran City border
S.49.7.214.001,End_Description,CSAH 52
HEN.647,End_Description,E OF HALSTEAD TO M.P. 2.51
S.73.4.24.001,End_Description,Stearns County Line
S.13.4.1.001,End_Description,Intersection of Co Hwy 1 and Ramp Entrance to I-35
S.69.7.636.001,End_Description,Dead End
HEN.653,End_Description,M.P. 0.65 TO W OF CSAH 92
S.56.4.74.001,End_Description,CSAH 45
S.73.7.184.001,End_Description,Minette Rd
S.56.4.41.002,End_Description,CSAH 4
S.86.7.106.004,End_Description,Hwy 25
S.73.4.52.001,End_Description,Co Rd 3
S.18.4.16.002,End_Description,CSAH 66
HEN.244,End_Description,E OF CSAH 90 TO W LIM LORETTO
S.73.7.111.001,End_Description,Co Rd 23 NW
S.73.4.28.001,End_Description,Hwy 71
046-050,End_Description,CSAH 26
S.69.7.588.001,End_Description,Dead End
S.04.4.8.003,End_Description,Beltrami County Line
084-010,End_Description,T.H. #65.
S.73.4.21.001,End_Description,Co Rd 2
S.73.7.185.001,End_Description,Co Rd 65
S.49.7.231.001,End_Description,USTH 10
S.13.4.23.002,End_Description,Intersection of Olinda Trail and Chisago Blvd
S.56.4.4.001,End_Description,CSAH 31
S.69.4.43.003,End_Description,Homestead Rd (CSAH 42)
S.69.7.915.001,End_Description,Ski Trail Rd / CR 501
S.86.4.7.004,End_Description,0.26 miles S of 4th St W
S.86.7.119.002,End_Description,St Michael Pkwy
S.49.4.26.004,End_Description,CSAH 33
S.25.4.4.001,End_Description,State Highway 58
S.09.7.113.001,End_Description,Hardwood Lake Rd/CR 114
S.73.7.131.001,End_Description,Co Rd 2
S.69.9.8217.001,End_Description,Hwy 21
S.69.4.35.001,End_Description,Arnold Rd (CSAH 36)
S.56.4.60.001,End_Description,CSAH 51
S.86.7.129.001,End_Description,Co Rd 3NW
S.55.4.18.002,End_Description,Olmsted CTH 1/135th St NE
HEN.250,End_Description,VAL VIEW TERR TO S OF CR 159
S.86.7.134.001,End_Description,20th St NE
S.69.4.137.001,End_Description,Us Hwy 169
S.43.4.16.002,End_Description,McLeod CH 5
S.86.7.138.001,End_Description,Hwy 25
S.86.7.139.001,End_Description,65th St SE
S.73.4.44.002,End_Description,Co Rd 7
S.86.4.8.007,End_Description,Co Rd 75 NW
S.86.7.147.001,End_Description,Calder Ave SE
S.86.7.148.001,End_Description,0.50 miles N of 35th St NE
S.04.4.14.001,End_Description,0.33 miles N of Juneberry Rd NW
S.47.4.2.001,End_Description,MNTH 55
S.04.4.10.001,End_Description,Centerline Rd SW
S.04.4.11.001,End_Description,15th St SW
S.04.4.11.002,End_Description,Division St W
S.04.4.11.003,End_Description,0.20 miles N of Florence Ct NW
S.04.4.11.004,End_Description,U.S. Rte 2
S.04.4.12.001,End_Description,Power Dam Rd NE
S.04.4.12.002,End_Description,1.67 miles E of Lake Ave NE
S.73.7.149.001,End_Description,Co Rd 48
S.69.4.7.001,End_Description,Intersection of Co Hwy 7 and U.S. Route 53
S.49.7.242.001,End_Description,CSAH 37
HEN.247,End_Description,W of CR 117 to E of Prairie Ln
S.86.4.36.001,End_Description,Main Street
S.04.4.9.001,End_Description,Grange Rd NW
S.04.4.15.001,End_Description,Anne St NW
S.04.4.15.002,End_Description,Grange Rd NW
S.25.4.2.002,End_Description,US Highway 63
S.86.4.13.001,End_Description,County Road 30 SE
S.73.4.4.001,End_Description,Co Rd 120
S.69.7.1014.001,End_Description,2.5 Miles North of Intersection of Martin Rd and Ugstad Rd
S.04.4.17.002,End_Description,Bemidji Ave N
S.04.4.19.001,End_Description,Elliot Rd NE
S.49.7.256.001,End_Description,MN TH 27
S.86.4.35.004,End_Description,Baker Avenue NW
S.43.4.2.005,End_Description,.33 mi N of 228th St
S.13.4.25.001,End_Description,.12 Miles North of Intersection 240th St N and Olinda Trail
S.25.7.50.002,End_Description,County 7 Blvd
S.04.4.21.001,End_Description,24th St NW
S.04.4.21.002,End_Description,Glidden Rd NE
S.13.4.12.001,End_Description,Intersection of Route 95 and Park Trail
S.09.4.13.003,End_Description,Barnum city border (south)
S.18.4.13.001,End_Description,CSAH 4 / Red Pine Dr
S.69.7.266.002,End_Description,T-Intersection of Laine Rd and Nappa Rd
S.73.4.41.001,End_Description,8th St S
S.69.7.258.001,End_Description,T-Intersection of Bergquist Rd and MN 61
S.56.4.74.002,End_Description,CSAH 1
S.04.4.23.007,End_Description,Hwy 72
S.73.7.113.001,End_Description,Co Rd 177
084-040,End_Description,CR #81 SOUTH.
S.56.4.55.002,End_Description,MNTH 108
S.04.4.23.004,End_Description,Cormant Rd NE
S.69.7.440.001,End_Description,S Town Line Rd
S.04.4.23.006,End_Description,Sunflower Rd NE
S.04.4.57.001,End_Description,0.07 miles E of Raspberry Ct NE
005-020,End_Description,S LIM GLENVILLE
S.43.7.55.001,End_Description,Falcon Ave N
S.56.4.35.007,End_Description,Dent Corp Lmts
S.56.4.15.003,End_Description,CSAH 1
S.49.4.10.001,End_Description,CSAH 34
S.73.4.3.002,End_Description,450th St
S.56.7.115.001,End_Description,CSAH 35
S.73.7.165.002,End_Description,121st Ave
011-010,End_Description,CSAH #2
S.73.7.145.001,End_Description,Co Rd 44
S.47.4.36.001,End_Description,MNTH 22
S.04.4.3.001,End_Description,4.72 miles N of Pinewood Rd NW
S.86.4.44.001,End_Description,Jansen Ave SE
S.43.4.11.001,End_Description,McLeod CTH 2
S.73.4.42.001,End_Description,Co Rd 9
S.69.4.136.001,End_Description,MN-73
S.47.4.14.001,End_Description,0.5 miles east of E. Curran St
S.56.4.8.002,End_Description,CSAH 53
S.04.4.8.002,End_Description,Swenson Rd SE
005-010,End_Description,CO RD 79
S.69.4.42.001,End_Description,County Line
S.86.4.526.003,End_Description,Custer St
S.09.7.116.001,End_Description,Crosby Rd/CR 119
017-070,End_Description,CSAH 18
S.86.4.37.004,End_Description,Dempsey Avenue NW
022-060,End_Description,CSAH 25
S.56.4.35.009,End_Description,CSAH 34
S.13.4.15.001,End_Description,Intersection of Manning Trail and 240th St N
S.04.4.37.001,End_Description,Hwy 1
S.04.4.38.001,End_Description,Corral Rd NE
S.47.4.11.003,End_Description,Meeker CTH 14
S.86.4.42.001,End_Description,Hwy 101
S.69.4.4.002,End_Description,Normanna Rd
029-010,End_Description,CSAH 6 NO
S.04.4.41.001,End_Description,Hwy 72
S.04.4.44.001,End_Description,Todroff Rd NW
S.04.4.44.002,End_Description,Hwy 89
S.25.4.16.001,End_Description,0.96 miles West of County 2 Blvd
018-011,End_Description,CSAH 13
S.56.4.83.002,End_Description,CSAH 1
S.86.7.125.001,End_Description,Co Rd 5 SW
S.86.4.3.005,End_Description,County Road 35 W
S.49.7.230.001,End_Description,MN TH 238
S.69.7.894.001,End_Description,Midway Rd / CR 13
S.56.7.120.001,End_Description,CSAH 29
S.04.4.50.001,End_Description,Miles Ave SE
S.86.4.7.002,End_Description,Co Rd 35 W
S.04.4.52.001,End_Description,Bemidji Ave N
S.43.4.115.002,End_Description,MNTH 22
S.04.4.55.001,End_Description,Scenic Hwy NE
S.04.4.56.001,End_Description,Hwy 71
S.73.7.162.001,End_Description,Co Rd 162
S.04.4.58.001,End_Description,Pioneer Rd NE
S.49.4.13.001,End_Description,MN TH 115
S.43.4.31.001,End_Description,McLeod CTH 56
S.13.4.9.003,End_Description,T-Intersection of Sunrise Rd and Harder Ave
S.55.4.14.001,End_Description,Olmsted CTH 3/Salley ST NW
S.49.7.255.001,End_Description,CSAH 43
S.49.4.1.004,End_Description,NO LIMITS FLENSBURG
S.04.4.91.001,End_Description,3rd Ave S
S.43.4.4.003,End_Description,MNTH 7
S.47.4.24.001,End_Description,246th St
S.18.4.18.002,End_Description,CSAH 4
S.04.7.100.001,End_Description,Hwy 72
S.04.7.101.001,End_Description,Arnson Rd NE
S.04.7.102.001,End_Description,Cormant Rd NE
S.04.7.103.001,End_Description,Kelliher Rd NE
S.04.7.105.001,End_Description,0.75 miles N of Maple View Rd NE
S.04.7.107.001,End_Description,Ut 37
S.04.7.108.001,End_Description,Pioneer Rd NE
S.04.7.110.001,End_Description,Winchester Rd NE
S.04.7.111.001,End_Description,Artesian Spring Rd NE
S.04.7.111.002,End_Description,Hwy 72
S.04.7.112.001,End_Description,Beltrami County Line
S.04.7.113.001,End_Description,Shotley Rd NE
S.04.7.200.001,End_Description,3.02 miles E of Irvine Ave NW
S.04.7.201.001,End_Description,Lumberjack Rd NE
S.04.7.202.001,End_Description,Irvine Ave NE
S.04.7.203.001,End_Description,Nebish Rd NE
S.04.7.300.001,End_Description,Scenic Hwy NE
S.04.7.301.001,End_Description,Julia Way NW
S.04.7.303.001,End_Description,Bemidji Ave N
S.04.7.304.001,End_Description,Hwy 71
S.73.4.9.008,End_Description,Hwy 238
S.04.7.306.001,End_Description,Hwy 72
S.04.7.307.001,End_Description,0.51 miles S of Main St E
S.04.7.307.002,End_Description,Main St E
S.04.7.309.001,End_Description,Nebish Rd NE
S.04.7.311.001,End_Description,Alvwood Rd NE
S.04.7.328.001,End_Description,Itasca Line Rd NE
S.86.4.8.001,End_Description,Hwy 12
S.04.7.402.001,End_Description,Jackson Ave SW
S.04.7.402.002,End_Description,Beltrami Line Rd
S.55.4.7.001,End_Description,USTH 52
S.04.7.403.002,End_Description,Roosevelt Rd SE
S.04.7.404.001,End_Description,0.38 miles E of Washington Ave S
S.56.4.53.001,End_Description,CSAH 8
S.04.7.404.004,End_Description,Wolf Lake Dr SE
S.04.7.406.001,End_Description,0.30 miles E of Lake Ave NE
S.04.4.57.002,End_Description,Bemidji Rd NE
S.86.4.75.002,End_Description,Grover Ave NW
S.69.7.692.001,End_Description,Lakewood Dr
S.04.7.413.001,End_Description,Parkers Lake Rd NE
S.04.7.500.001,End_Description,Debs Rd NW
S.04.7.501.001,End_Description,U.S. Rte 2
S.04.7.503.001,End_Description,U.S. Rte 2
S.04.7.505.001,End_Description,Centerline Rd NW
S.04.7.507.001,End_Description,U.S. Rte 2
S.04.7.509.001,End_Description,Co Rd 511
S.04.7.511.001,End_Description,Aure Rd NW
S.04.7.513.001,End_Description,Lumerjack Rd NW
S.86.4.31.001,End_Description,County Road 3 SW
S.04.7.600.001,End_Description,Hwy 89
S.04.7.600.002,End_Description,Cardinal Rd NW
S.04.7.601.001,End_Description,Jallen Rd NW
S.04.7.602.001,End_Description,Hwy 89
S.04.7.603.001,End_Description,Great Divide Rd NW
S.04.7.700.001,End_Description,Jelle Rd NW
S.04.7.701.001,End_Description,Hagen Rd NW
S.04.7.702.001,End_Description,Todroff Rd NW
S.04.7.703.001,End_Description,Benville Rd NW
S.04.7.704.001,End_Description,Mertz Rd NW
S.04.7.705.001,End_Description,Outpost Rd NW
S.04.7.706.001,End_Description,6.51 miles E of the Beltrami County Line
S.04.7.707.001,End_Description,Hwy 89
S.04.7.709.001,End_Description,Hwy 89
S.04.7.710.001,End_Description,Jelle Rd NW
S.04.7.710.002,End_Description,Hwy 89
S.55.4.2.001,End_Description,Havermill Rd NQ
S.73.7.187.001,End_Description,Hwy 71
S.25.4.1.003,End_Description,Featherstone Road
S.25.4.1.004,End_Description,Main Street
S.47.4.3.001,End_Description,USTH 30
S.25.4.10.002,End_Description,0.21 miles East of Pleasant Avenue
S.73.4.6.001,End_Description,Co Rd 74
S.69.4.97.001,End_Description,T-Intersection of Co Hwy 97 and Clyde Rd
S.73.7.199.001,End_Description,Hwy 71
S.86.4.30.005,End_Description,County Road 8 SW
S.25.4.11.004,End_Description,203rd Avenue
S.86.4.8.002,End_Description,Co Rd 35 W
S.56.4.3.001,End_Description,CSAH 24
S.55.4.6.001,End_Description,USTH 63
S.86.7.101.001,End_Description,Montgomery Ave NW
S.73.7.167.001,End_Description,0.51 miles S of Co Rd 17
S.86.4.36.002,End_Description,Robinson Street
S.49.7.267.001,End_Description,MN TH 27
S.73.7.123.002,End_Description,Hwy 23
S.69.4.88.001,End_Description,Intersection of Grant McMahan Blvd and MN 169
S.73.4.12.001,End_Description,2nd Ave E
S.25.4.17.002,End_Description,Sunflower Court
S.86.4.21.001,End_Description,County Road 1 SW
S.86.7.105.001,End_Description,Co Rd 7 NW
S.18.4.11.003,End_Description,CSAH 4 / Red Pine Dr / CSAH 11
025-031,End_Description,CSAH 26
013-040,End_Description,E L GLENVILLE
S.73.4.69.001,End_Description,Hwy 55
S.25.4.22.001,End_Description,5th Street N
S.25.4.23.001,End_Description,County 1 Blvd
S.04.4.15.003,End_Description,Great Divide Rd NW
S.25.4.24.002,End_Description,Main Street W
S.25.4.24.003,End_Description,County 24 Blvd
S.25.4.25.002,End_Description,County 1 Blvd
S.25.4.27.001,End_Description,0.25 miles East of 176th Avenue Way
S.25.4.27.002,End_Description,S Main Street
S.69.4.58.001,End_Description,.48 Miles East of Intersection of T-Intersection of Section Thirty Rd and Fernberg Rd
009-030,End_Description,TH 69
S.13.4.18.001,End_Description,T-Intersection Lent Trail and Lincoln Rd
S.73.4.9.002,End_Description,Hwy 22
017-062,End_Description,TH 69
S.18.4.20.002,End_Description,CSAH 5 / Beaver Dam Rd
S.25.4.5.002,End_Description,Lakeshore Drive
S.25.4.6.001,End_Description,435th Street
