CRSP_ID,County_Name,Start_Description,End_Description
S.56.7.112.001,Otter Tail,CSAH 15,CSAH 1
S.47.4.21.001,Meeker,Meeker CTH 14,0.14 mile west of 750th St
S.69.7.676.001,St. Louis,Old Hwy 77,Lake Vermillion
S.18.4.11.004,Crow Wing,CSAH 11 / Indian Hill / Breezy Point Dr,CSAH 3
S.56.4.50.001,Otter Tail,MNTH 108,550th Ave
S.43.4.15.002,McLeod,Union Ave N,MNTH 7
035-050,Freeborn,CSAH 26,JCT CSAH 34 N
018-020,Freeborn,CSAH 13,CO RD 84
S.04.4.23.001,Beltrami,Hwy 71,Newcomb Ln NE
S.86.4.6.008,Wright,Co Rd 37 NW,Hwy 55
S.56.4.40.003,Otter Tail,MNTH 29,Todd County Line
S.56.4.53.002,Otter Tail,CSAH 8,Becker County Line
S.56.4.34.001,Otter Tail,CSAH 35,Perham Corp Lmts
S.49.4.22.001,Morrison,MN TH 27,USTH 10
S.69.4.5.002,St. Louis,CSAH 133,CSAH 817
S.47.4.28.001,Meeker,Kandi Meeker Rd,USTH 1
S.47.4.16.002,Meeker,Meeker CTH 30,MNTH 22
S.56.4.82.004,Otter Tail,Interstate 94 Ramp,Fergus Falls Corp Lmts
S.69.4.52.002,St. Louis,CSAH 7,CSAH 15
S.09.4.12.003,Carlton,East border of Kettle River,MN 27/MN 73
S.56.4.38.001,Otter Tail,MNTH 78,CSAH 5
S.56.4.30.002,Otter Tail,CSAH 21,MNTH 108
S.49.7.200.001,Morrison,E CO LINE,CSAH 20
S.09.4.61.001,Carlton,county line,MN 73
001-010,Freeborn,CSAH 18,BR # 24511
S.73.4.32.001,Stearns,Hwy 71,Co Rd 12
S.69.4.16.004,St. Louis,Hwy 7,US Hwy 53
S.43.4.5.001,McLeod,USTH 4,McLeod CTH 16
S.73.4.4.002,Stearns,Co Rd 120,Hwy 15
S.73.4.4.003,Stearns,Hwy 15,9th Ave N
S.56.4.66.001,Otter Tail,CSAH 75,Wadena Co Line & 0.3 m S
S.69.7.275.001,St. Louis,Fish Lake Road,Campground/Parking Lot (gravel)
S.49.7.209.001,Morrison,USTH 10,MN TH 115
S.69.4.115.001,St. Louis,MN-1,CSAH 361
S.49.7.248.001,Morrison,CSAH 41,CSAH 8
S.49.4.28.002,Morrison,USTH 10,CSAH 1
S.56.7.117.001,Otter Tail,CSAH 82,CSAH 12
S.47.4.1.002,Meeker,Meeker CTH 28,270th St and CSAH 11
046-020,Freeborn,CSAH 6,CSAH 14
S.25.4.30.001,Goodhue,State Highway 56,0.50 miles West of Main Street
S.25.4.14.001,Goodhue,County 30 Blvd,US Highway 52
S.47.4.29.001,Meeker,MNTH 15,750th Ave
S.43.4.17.001,McLeod,MNTH 7,McLeod CTH 13
S.49.4.27.002,Morrison,N LIMITS ROYALTON,CSAH 34
S.49.7.233.001,Morrison,CSAH 26,CSAH 34
S.56.4.1.001,Otter Tail,Grant County Line,CSAH 15
S.55.4.10.004,Olmsted,Olmsted CTH 10,75th St NE
S.69.7.656.001,St. Louis,Lento Rd,Lavander Rd
S.56.4.65.001,Otter Tail,CSAH 6,CSAH 40
S.18.4.2.004,Crow Wing,CSAH 8,Mille Lacs County Line
S.86.4.14.001,Wright,US Highway 12,37th Street SE
S.56.4.30.001,Otter Tail,Wilkin County Line,CSAH 21
030-051,Freeborn,1.0 MI N TH 251,CSAH 35
025-030,Freeborn,CSAH 22,CSAH 45
S.56.4.14.004,Otter Tail,MNTH 78,CSAH 67
S.25.4.1.001,Goodhue,520th Street,US Highway 52
S.13.4.21.001,Chisago,Intersection of Redwing Ave and Lake Blvd,Intersection of Redwing Ave and Pleasant Valley Rd
S.49.7.282.001,Morrison,CSAH 48,CSAH 49
S.25.4.8.003,Goodhue,County 1 Blvd,STH 19
031-010,Freeborn,TH 13,CSAH 20.
S.43.4.12.002,McLeod,205th Dr,McLeod 73/230th St
002-010,Freeborn,S CO LINE,CSAH 3
S.04.4.32.002,Beltrami,Hwy 89,Irvine Ave NE
S.73.4.22.001,Stearns,Co Rd 18,Hwy 71
S.18.7.122.001,Crow Wing,Morrison County Line,CSAH 2
S.73.4.7.002,Stearns,Co Rd 75,Hwy 15
S.56.7.111.002,Otter Tail,Fergus Falls Corp Lmts,CSAH 10
S.56.4.51.003,Otter Tail,Perham Corp Lmts,Becker County Line
S.56.4.75.004,Otter Tail,USTH 10,CSAH 8
S.73.4.75.002,Stearns,Hwy 52 (I-94),Hwy 15
S.73.4.78.001,Stearns,Riverside Ave S,Stearns County Line
S.56.7.113.001,Otter Tail,MNTH 108,CSAH 23
S.49.7.217.001,Morrison,CSAH 11,CSAH 1
S.18.4.12.001,Crow Wing,TH 210,Archibald Rd
S.73.4.81.001,Stearns,Division St,Hwy 15
S.56.4.70.001,Otter Tail,CSAH 75,Wadena County Line
045-080,Freeborn,TH 251,SO LIM GENEVA
S.56.4.61.001,Otter Tail,CSAH 16,MNTH 108
S.55.4.23.001,Olmsted,Olmsted CTH 19/Chester Rd SE,Olmsted CTH 7
S.43.4.14.001,McLeod,McLeod CTH 115/Vale Ave,CSAH 12/Meeker -McLeod
S.56.4.81.001,Otter Tail,CSAH 38,MNTH 78
S.69.4.106.002,St. Louis,US Hwy 169,US Hwy 53
S.13.4.3.001,Chisago,T-Intersection of Rush Lake Trail and 527th St,Intersection of Government Rd and 530th St
HEN.375,Hennepin,N OF MNTH 55 TO S OF CSAH 50,@ CSAH 50
020-050,Freeborn,CSAH 31E,CR 97
S.04.4.20.002,Beltrami,Big Bass Rd NE,Parkers Lake Rd NE
S.56.4.18.001,Otter Tail,CSAH 1,CSAH 45
S.49.4.1.003,Morrison,60TH ST,SO LIMITS FLENSBURG
S.56.4.52.002,Otter Tail,MNTH 106,MNTH 29
S.43.4.25.002,McLeod,85th Ct,MNTH 62/S Jefferson Rd
S.69.7.277.001,St. Louis,Normanna Road,Dead End - Gravel Road
S.09.7.114.002,Carlton,Brevator Road/CR 5,Brevator Road/CR 6
S.49.4.32.001,Morrison,CSAH 33,E CO LINE
S.43.4.22.001,McLeod,McLeod CTH 2,Dairy Ave
S.47.4.23.001,Meeker,Kandi Meeker Rd,MNTH 4
020-070,Freeborn,CSAH 35,CSAH 24 ON N CO LINE
S.56.4.57.001,Otter Tail,CSAH 6,MNTH 210
S.55.4.29.001,Olmsted,Olmsted CTH 10,.1 mi E of 195th Ave SE
S.69.4.68.001,St. Louis,T-Intersection of Britt Bypass and Co Hwy 68,Intersection of Co Hwy 68 and U.S. Route 53
S.18.4.31.001,Crow Wing,TH 6 / TH 210,CSAH 30
S.73.7.134.002,Stearns,Co Rd 75,0.32 miles SW of Cypress Rd
S.73.7.134.004,Stearns,0.05 miles SW of Pine Cone Rd S,Pine Cone Rd S
S.73.7.136.002,Stearns,33rd St S,22nd St S
S.09.7.120.001,Carlton,CR 123,"1st St/US 210, Cromwell"
S.13.4.30.008,Chisago,T-Intersection of Forest Blvd and Old Sawmill Rd,T-Intersection of Forest Blvd and Ferry Rd
S.49.7.238.001,Morrison,MN TH 25,CSAH 237
S.69.4.84.001,St. Louis,Intersection of Hobson Lake Rd and MN 73,Intersection of Hobson Lake Rd and Co Hwy 5
S.49.4.38.001,Morrison,MN TH 25,CSAH 357
030-010,Freeborn,CSAH 1,S LIMS MYRTLE
S.49.4.5.001,Morrison,USTH 10,CSAH 1
S.09.4.13.002,Carlton,Arts Rd/CR 16 and CR 13,CR 8
S.69.7.741.001,St. Louis,Hwy 5,Meadowlands Trunk Rd
S.69.4.25.002,St. Louis,MN-37,US Hwy 169
004-050,Freeborn,CSAH 17,CSAH 46
S.47.4.35.001,Meeker,MNTH 7,Meeker CTH 28
S.73.7.130.001,Stearns,Hwy 4,185th St
S.55.4.19.002,Olmsted,USTH 52,40th St SE
S.56.4.75.005,Otter Tail,CSAH 8,Wadena County Line
S.13.4.30.006,Chisago,Intersection of 400th St and Forest Blvd,Intersection of South St and Forest Blvd
S.49.7.273.001,Morrison,CSAH 51,NO CO LINE
014-040,Freeborn,W JCT CSAH 9,CSAH 17
S.49.7.203.001,Morrison,USTH 10,CSAH 1
S.69.7.675.001,St. Louis,Lismore Rd,Normanna Rd
S.56.4.55.001,Otter Tail,CSAH 16,Ottertail Corp Lmts
S.56.4.47.002,Otter Tail,CSAH 12,MNTH 210
S.47.4.31.001,Meeker,CSAH 11,Meeker CTH 16
S.49.7.221.002,Morrison,SO LIMITS FLENSBURG,CSAH 1
S.09.4.5.003,Carlton,US 210,Oinenen Rd and county line
020-041,Freeborn,CSAH 14,CSAH 25
S.18.7.102.001,Crow Wing,CSAH 8,CSAH 12
S.49.4.31.001,Morrison,MN TH 27,CSAH 218
010-040,Freeborn,CSAH 33,NO CO LINE
S.09.4.25.001,Carlton,US 210,Big Lake Road/CR 7
S.04.4.22.005,Beltrami,Hwy 71,Long Lake Dr NE
S.69.4.122.001,St. Louis,US Hwy 53,Waltz Rd
S.43.4.3.001,McLeod,MNTH 15,.53 mi W of Armstrong Ave
035-060,Freeborn,CSAH 34 N,E CO LINE
003-010,Freeborn,W CO LINE,CSAH 2
S.43.4.18.001,McLeod,09 mil E of McLeod CTH 11,USTH 15
S.56.4.21.003,Otter Tail,CSAH 24,MNTH 108
S.09.7.114.003,Carlton,Twin Lakes Dr/CR 9,Brookston Rd/CR 113
S.69.4.65.004,St. Louis,Intersection of Hwy 65 and U.S. Route 53,Intersection of Hwy 65 and Hwy 25
S.56.4.58.001,Otter Tail,CSAH 67,CSAH 19
046-010,Freeborn,W CO LINE,CSAH 6
S.73.7.159.001,Stearns,Co Rd 51,Co Rd 50
S.13.7.56.001,Chisago,Intersection of Ferry Rd and River Rd,T-Intersection of 468th St and Government Rd
S.04.4.19.002,Beltrami,Elliot Rd NE,0.09 miles N of Antler Dr NE
S.04.4.36.001,Beltrami,hwy 1,Shevlin Ave SW
S.56.4.79.001,Otter Tail,Douglas County Line,CSAH 38
S.69.7.284.002,St. Louis,Highway 2,St Louis River Rd
S.13.4.26.001,Chisago,T-Intersection of Lake Blvd and Pleasant Valley Rd,T-Intersection of Pleasant Valley Rd and St. Croix Trail
025-041,Freeborn,CO RD 118,CSAH 30
S.73.4.36.001,Stearns,Co Rd 17,Stearns County Line
S.56.4.25.001,Otter Tail,Grant County Line,MNTH 210
S.73.4.65.004,Stearns,S 12th Ave E,I-94
S.56.4.63.001,Otter Tail,Douglas County Line,CSAH 38
S.56.4.13.001,Otter Tail,CSAH 8,Becker County Line
045-140,Freeborn,NORTH LIMITS OF GENEVA,CSAH 47
S.18.7.117.002,Crow Wing,CSAH 45 / SE 13st St,TH 25
S.69.4.4.006,St. Louis,Long Lake Rd (CSAH 108),Palo Rd 41 (CSAH 111)
S.69.4.23.002,St. Louis,N Range Line Rd (CSAH 356),US Hwy 53
S.09.7.123.002,Carlton,MN 73,Middle Rd/CR 120
S.56.4.12.002,Otter Tail,Dalton Corp Lmts,MNTH 78
S.49.7.253.001,Morrison,CSAH 255,CSAH 43
S.69.4.25.001,St. Louis,CSAH 27,MN-37
S.04.4.23.002,Beltrami,Newcomb Ln NE,Nebish Rd NE
S.73.4.19.002,Stearns,Hwy 55,Hwy 4
S.69.4.110.003,St. Louis,Forestry Rd (CSAH 6552),CSAH 633
S.73.4.30.003,Stearns,290th Ave,Co Rd 10
013-060,Freeborn,CSAH 26,CSAH 30
S.49.4.1.005,Morrison,NO LIMITS FLENSBURG,CSAH 14
S.49.7.211.001,Morrison,USTH 10,CSAH 13
S.55.4.9.001,Olmsted,19th Ave SE / E Center St,CSAH 22
S.69.4.5.007,St. Louis,Connors Rd (CSAH 81),CSAH 501
S.25.7.53.001,Goodhue,County 1 Blvd,Spring Creek Road
S.56.4.62.001,Otter Tail,CSAH 67,CSAH 19
S.49.7.221.001,Morrison,CSAH 12,SO LIMITS FLENSBURG
S.69.7.525.001,St. Louis,Heritage Trail,Faber Rd
S.09.7.102.001,Carlton,CR 1,Ziebarth Rd
S.09.7.103.001,Carlton,1/4 mi south of Minhke Rd/CR 39,CR 6
S.25.4.11.001,Goodhue,County 13 Blvd,State Highway 56
S.09.7.104.001,Carlton,CR 6,1/4 mi south of Baker Rd/CR 60
S.18.4.2.003,Crow Wing,TH 25,CSAH 8
S.09.7.105.001,Carlton,Sandy Lake Rd/CR 5,CR 104
S.09.7.106.001,Carlton,Sandy Lake Rd/CR 5,Sandy Lake Rd/CR 5
S.09.7.107.001,Carlton,US 210,Moorhead Road/CR 107
S.09.7.107.002,Carlton,Central Hall Rd/CR 107 and Reponen Rd,University Rd/CR 5
S.13.4.21.003,Chisago,.4 Miles South of Ranch Trail,T-Intersection of Furuby Rd and Redwing Ave
S.09.7.108.001,Carlton,US 210,Central Hall Rd/CR107 & Reponen Rd
S.09.4.11.001,Carlton,County Line Rd/CR48 and CR 10,CR 6
S.49.7.208.001,Morrison,MN TH 115,240TH ST
S.86.4.3.001,Wright,Common Street,95th Street SW
S.09.7.113.002,Carlton,Hardwood Lake Rd/CR 114,Demenge Rd
025-010,Freeborn,CSAH 8,W LIMS MANCHESTER
008-010,Freeborn,CSAH 51,CSAH 25
S.09.4.61.005,Carlton,CR 45,I 35 overpass
S.56.4.37.001,Otter Tail,Grant County Line,CSAH 35
S.49.4.46.001,Morrison,CSAH 76,MN TH 27
S.49.4.34.001,Morrison,USTH 10,W LIMITS BUCKMAN
S.56.4.21.002,Otter Tail,CSAH 10,CSAH 24
S.56.7.138.001,Otter Tail,165th St,MNTH 29
S.69.4.16.001,St. Louis,Town Line Rd,MN-73
S.09.7.141.001,Carlton,CR 61,CR 61
S.49.4.49.001,Morrison,MN TH 371,CSAH 45
004-010,Freeborn,TH 69,WEST LIMITS EMMONS
S.09.7.120.002,Carlton,US 210,CR 223
S.04.7.406.002,Beltrami,0.30 miles E of Lake Ave NE,Tyler Ave NE
S.56.4.24.003,Otter Tail,CSAH 21,Erhard Corp Lmts
S.09.7.122.001,Carlton,MN 73,Dahlman Rd/CR 120
S.09.7.123.001,Carlton,Middle Road/S Lake St/CR 121,CR 21
S.25.4.12.001,Goodhue,Goodhue Avenue,0.52 miles North of Monkey Valley
S.09.7.124.001,Carlton,MN 73,St. Louis County border
S.09.7.125.001,Carlton,MN 73,Finnala Rd/CR 388
S.09.7.126.002,Carlton,CR 20,Center Rd/CR 23
S.09.7.127.001,Carlton,US 210,W Mud Lake Rd/CR 20
S.09.7.127.002,Carlton,Center Rd/CR 23,Gisler Rd/CR 2 to US 210
S.56.4.10.001,Otter Tail,Wilkin County Line,Elizabeth Corp Lmts
S.09.7.129.001,Carlton,CR 22,Boundary Rd/CR 4
S.09.4.13.001,Carlton,County Line Rd E/CR 10,Arts Rd/CR 16
S.13.4.19.003,Chisago,.26 Miles East of Intersection of Stacy Trail and Forest Blvd,""
S.55.7.112.001,Olmsted,41st St NW,CSAH 14 / USTH 63 / 75th St NW
S.56.4.19.002,Otter Tail,Bluffton Corp Lmts,CSAH 56
S.09.7.130.001,Carlton,CR 129,MN 73
S.09.7.131.001,Carlton,MN 73,MN 73
S.09.7.132.001,Carlton,MN 73,CR 156
S.09.7.134.001,Carlton,W CR 134/Wold Rd,Ranch Rd/CR3
S.73.4.54.002,Stearns,0.21 miles S of Golfview Dr,Marsh Ln
S.09.7.134.003,Carlton,Wold Rd and E CR 134,Forse Rd/W CR 134
S.09.7.136.001,Carlton,MN 27,CR 12/Sarvela Rd
S.43.4.8.001,McLeod,Renville County Line,.24 mi W of Vale Ave
S.49.4.51.002,Morrison,253RD ST,CSAH 8
S.56.7.110.001,Otter Tail,CSAH 1,USTH 59
S.69.4.41.001,St. Louis,W Knife River Rd (CSAH 42),W of Ives Rd
S.09.7.140.002,Carlton,Main St/CR 6,CR 139
S.56.4.21.004,Otter Tail,MNTH 108,Becker County Line
S.09.7.142.001,Carlton,CR 4,Farmstead
S.09.7.143.001,Carlton,CR 142,CR 7
S.13.4.5.001,Chisago,T-Intersection of S Bremer Ave and Ferry Rd,Intersection of Ferry Rd and River Rd
S.09.7.144.002,Carlton,CR 232/CR 144 pavement,CR 61
S.09.7.145.002,Carlton,Fredrick Rd,CR 146
S.09.7.145.001,Carlton,MN 23,""
046-080,Freeborn,FAI 90,E CO LINE
S.09.4.22.002,Carlton,CR 411,US 210
S.69.7.405.001,St. Louis,Hwy 68,UT 8116
S.09.7.151.001,Carlton,US 210,CR 151 (paved)
S.56.4.71.001,Otter Tail,Douglas County Line,CSAH 46
S.04.4.32.004,Beltrami,Everts Rd NE,Hwy 72
S.09.7.155.001,Carlton,MN 23,CR 8 and CR 20/W. Center Rd
S.09.7.156.001,Carlton,CR 6,MN 73
S.73.4.19.001,Stearns,Stearns County Line,Hwy 55
S.09.7.157.002,Carlton,Approx. 1/2 mi. east of Miller Rd intersection,CR 4/Boundary Rd
S.18.4.1.001,Crow Wing,Cass County Line,CSAH 66 / Old Grade Trail
S.09.4.17.001,Carlton,CR 168,MN 27
S.49.4.33.001,Morrison,SO CO LINE,CSAH 39
S.09.4.19.001,Carlton,CR 6,CR 12
S.04.4.5.004,Beltrami,Old Jefferson Dr NW,Aure Rd NW
021-010,Freeborn,CSAH 34,E CO LINE
S.09.7.157.001,Carlton,CR 6 (west of Barnum),1/2 mile west of Duesler Rd
S.09.4.21.002,Carlton,E 4 Corners Rd/CR 23,end of gravel
S.04.4.33.001,Beltrami,Roosevelt Rd SE,Power Dam Rd NE
S.69.7.274.001,St. Louis,Rice Lake Road,Thompson Lake Road
S.25.4.11.005,Goodhue,203rd Avenue,240th Avenue
S.18.7.133.001,Crow Wing,TH 6 South / 0.52 miles North of Camp Arrow Rd,TH 6 North / 0.21 miles South of Arena Dr
S.09.4.23.002,Carlton,Northeast Rd/CR 126,St. Louis County border
017-060,Freeborn,CO RD 69,CSAH 14N
036-040,Freeborn,CSAH 35,NO CO LINE
017-061,Freeborn,CSAH 14N,CO RD 71
020-060,Freeborn,CO RD 97,CSAH 35
S.69.7.303.001,St. Louis,Gravel Road/Dead End,Hwy 68
S.49.7.205.001,Morrison,CSAH 52,CSAH 1
S.49.7.226.001,Morrison,CSAH 4,CSAH 17
S.49.4.1.002,Morrison,E LIMITS ELMDALE,60TH ST
S.09.4.4.002,Carlton,"",""
S.56.4.48.001,Otter Tail,CSAH 42,Todd County Line
S.49.4.15.001,Morrison,CSAH 19,CSAH 28
S.86.7.107.001,Wright,Co Rd 6 SW,Illsley Ave SW
S.73.4.13.002,Stearns,Glendale Rd,State St
S.09.4.51.001,Carlton,1/2 mi west of CR 1,Broadway/CR 1
S.09.4.52.001,Carlton,"",""
S.69.7.696.002,St. Louis,CR 1,Midway Rd
S.09.4.6.001,Carlton,CR 13 (Carlton-Aitkin County line),1/4 mi west of CR 19 in Automba
S.09.4.6.002,Carlton,1/4 mi west of CR 19 in Automba,MN 73
S.47.4.32.001,Meeker,Meeker CTH 23,CSAH 11
S.18.7.113.001,Crow Wing,Morrison County Line,CSAH 2
S.13.7.72.001,Chisago,T-Intersection of 375th St and Co Hwy 14,T-Intersection of Co Hwy 72 and Co Hwy 15
S.49.7.227.001,Morrison,CSAH 27,CSAH 226
029-020,Freeborn,N JCT CSAH 6,W LIMS FREEBORN
S.09.4.6.006,Carlton,CR 3,CR 1
S.69.4.133.001,St. Louis,Driveway Entrance,MN-73
S.18.4.27.001,Crow Wing,TH 371,Dead End
034-040,Freeborn,N LIMITS LONDON,CSAH 13
S.25.4.21.002,Goodhue,County 21 Pollo,US Highway 63
060-010,Freeborn,1.4 MILES WEST OF 4,CSAH # 4.
S.69.4.24.005,St. Louis,CSAH 24,Gold Coast Rd
S.56.4.46.002,Otter Tail,Parkers Prairie Corp Lmts,Todd County Line
S.69.4.99.001,St. Louis,T-Intersection of Co Hwy 99 and Co Hwy 100,Intersection of Co Hwy 99 and Town Line Rd
006-020,Freeborn,CSAH 29,N CO LINE
S.49.4.4.001,Morrison,CSAH 15,CSAH 12
S.09.4.8.002,Carlton,"CR 290/South: Red Hill Rd, North: Beaver Rd",MN 23
S.25.4.7.003,Goodhue,Highway 19,264th Street Path
S.09.4.8.004,Carlton,"North:Fredrick Road/CR 361, South; CR 145","North: CR B, South: State Line Rd"
S.56.4.28.002,Otter Tail,CSAH 21,USTH 59
S.18.7.111.001,Crow Wing,CSAH 10,TH 210
S.49.7.218.001,Morrison,E CO LINE,CSAH 1
084-050,Freeborn,CR #81 SOUTH,PIT ROAD
006-010,Freeborn,TH 109,CSAH 27
S.56.7.128.001,Otter Tail,MNTH 78,CSAH 55
S.56.4.5.001,Otter Tail,CSAH 38,MNTH 210
S.09.7.102.002,Carlton,Ziebarth Rd,Military Rd/CR 4
S.25.4.17.003,Goodhue,Sunflower Court,95th Avenue Way
S.04.4.32.003,Beltrami,Irvine Ave NE,Everts Rd NE
S.49.7.219.001,Morrison,E CO LINE,MN TH 28
051-050,Freeborn,CSAH 8,CSAH 12
S.56.7.143.001,Otter Tail,CSAH 52,USTH 10
S.43.4.19.001,McLeod,MNTH 12/220th St,.80 mi N of CTH 60
S.56.4.24.006,Otter Tail,CSAH 3,CSAH 41
S.69.7.776.001,St. Louis,Hwy 7,Peary Rd / CR 329
S.55.4.4.001,Olmsted,Olmsted CTH 5,Olmsted CTH 22
S.25.4.29.001,Goodhue,Holiday Avenue,State Highway 20
S.56.7.136.002,Otter Tail,MNTH 29,CSAH 40
S.56.4.35.003,Otter Tail,Dalton Corp Lmts,MNTH 210
S.69.4.44.003,St. Louis,CSAH 266,CSAH 55
013-081,Freeborn,CSAH 34,E CO LINE
S.47.4.23.002,Meeker,MNTH 4,Meeker CTH 1
S.47.4.20.001,Meeker,172nd Ave NE/375th St,0.05 mile south of CSAH 20
S.73.7.157.001,Stearns,Co Rd 65,0.23 miles NW of 2nd Ave NW
S.49.7.201.001,Morrison,PAUL LARSON MEMORIAL DR,CSAH 13
001-031,Freeborn,CSAH 32 SO,CSAH 34 NO
S.56.4.39.001,Otter Tail,CSAH 12,CSAH 35
S.56.4.59.003,Otter Tail,Urbank Corp Lmts,CSAH 40
S.04.4.30.004,Beltrami,0.53 miles E of 4th St E,Berg Rd NE
S.56.4.47.001,Otter Tail,Grant County Line,CSAH 12
S.18.7.104.001,Crow Wing,CSAH 22 / Thesing Rd SE,CSAH 23
S.56.4.52.001,Otter Tail,MNTH 108,MNTH 106
S.09.7.139.001,Carlton,Bent Trout Lake/CR 139 become gravel,CR 4
S.69.9.3170.001,St. Louis,Hwy 53,""
S.55.4.17.001,Olmsted,Olmsted CTH 6/280th Ave,Olmsted CTH3/50th St SW
S.56.7.126.001,Otter Tail,CSAH 47,MNTH 78
S.49.7.213.001,Morrison,MN TH 27,CSAH 213
S.47.4.17.001,Meeker,MNTH 24,MNTH 55
S.73.4.39.001,Stearns,Co Rd 11,Hwy 238
S.69.4.51.002,St. Louis,Westside Dr,MN-73
S.56.4.76.001,Otter Tail,USTH 10,CSAH 19
S.13.7.65.001,Chisago,Intersection of Elmcrest Ave and Stark Rd,Intersection of Falcon Ave and 425th St
030-031,Freeborn,CSAH 19,CSAH 46
S.47.4.11.001,Meeker,MNTH 4,USTH 1
S.18.4.26.001,Crow Wing,CSAH 8,TH 169
S.43.4.7.001,McLeod,.5 mi N of 226th St,USTH 212/South St
S.69.4.5.003,St. Louis,CSAH 817,CSAH 27
HEN.242,Hennepin,1/2 MOON CAMP TO S OF CSAH 115,N OF CSAH 115 TO S OF CSAH 11
S.56.7.114.002,Otter Tail,CSAH 15,CSAH 15
S.73.4.26.001,Stearns,Co Rd 18,Hwy 28
S.69.7.365.001,St. Louis,Hwy 61,Pike River Rd
S.18.4.9.001,Crow Wing,CSAH 2,TH 25
S.49.4.43.001,Morrison,MN TH 27,W LIMITS PIERZ
S.69.4.5.005,St. Louis,MN-37,US Hwy 169
HEN.372,Hennepin,@ CSAH 115,N OF CSAH 115 TO M.P. 0.43
S.56.4.16.001,Otter Tail,MNTH 78,CSAH 5
S.69.7.404.002,St. Louis,Dead End next to Outlet Bay,CSAH 88
S.04.4.26.001,Beltrami,Hwy 89,Irvine Ave NW
S.09.4.35.001,Carlton,CR 6,CR 4
S.55.4.2.003,Olmsted,MNTH 42,Olmsted CTH 10
S.56.4.59.001,Otter Tail,Douglas County Line,Urbank Corp Lmts
S.56.7.118.001,Otter Tail,CSAH 21,USTH 59
S.69.4.44.001,St. Louis,Rice Lake Rd (CSAH 4),Fox Farm Rd (CSAH 266)
S.69.4.49.001,St. Louis,US Hwy 53,CSAH 5664
S.69.7.490.001,St. Louis,UT 8217,Bear Island Cabin Dr
S.25.4.13.001,Goodhue,0.38 miles West of 520th Steret,State Highway 56
S.69.4.22.001,St. Louis,Itasca Rd,MN-73
S.69.4.22.002,St. Louis,MN-73,MN-1
S.69.9.9132.001,St. Louis,Hwy 53,Clyde Rd
S.56.4.32.001,Otter Tail,CSAH 7,CSAH 14
S.69.4.138.001,St. Louis,US Hwy 135,Woodland Ct
S.69.4.120.001,St. Louis,Co Hwy 21 N,MN-1
S.04.4.12.005,Beltrami,Mission Rd NE,Scenic Hwy NE
S.09.7.144.001,Carlton,CR 61,CR 232/CR 144 to gravel
S.04.4.39.003,Beltrami,Turtle River Lake Rd NE,Beighley Rd NE
004-020,Freeborn,W LIM EMMONS,CO RD 60
S.49.4.16.001,Morrison,E CO LINE,USTH 10
S.56.7.122.002,Otter Tail,Underwood Corp Lmts,CSAH 83
017-010,Freeborn,W CO LINE,CSAH 4
S.09.4.22.001,Carlton,Automba Rd/CR 6,CR 411
S.55.4.20.002,Olmsted,Olmsted CTH 16,USTH 63
046-070,Freeborn,E LIMS HAYWARD,0.5 MI W OF FAI 90
004-040,Freeborn,CSAH 11,CSAH 17
S.69.4.116.004,St. Louis,CSAH 88,Driveway
S.55.4.26.001,Olmsted,.52 mi W of 115th Ave SW,Olmsted CTH 3
S.49.7.260.001,Morrison,CSAH 76,CSAH 76
S.49.7.260.002,Morrison,CSAH 76,CSAH 76
S.69.4.110.002,St. Louis,Access Rd,CSAH 633
S.13.4.9.007,Chisago,T-Intersection of Falcon Ave and Rush Lake Rd,Intersection of Falcon Ave and 540th St
S.73.4.72.001,Stearns,Hwy 71,Stearns County Line
019-030,Freeborn,CR 81,CSAH 26
S.49.7.264.002,Morrison,CSAH 43,CSAH 46
S.69.7.254.001,St. Louis,T-Intersection of Normanna Rd and N Tischer Rd,T-Intersection of N Tischer Rd and E Pioneer Rd
S.56.4.35.005,Otter Tail,Underwood Corp Lmts,CSAH 1
S.49.4.11.001,Morrison,CSAH 27,TH 10
S.56.4.10.004,Otter Tail,USTH 10,Becker County Line
S.69.4.3.002,St. Louis,Commonwealth Ave (MN-23),North of Superior Hiking Trail
S.56.7.141.001,Otter Tail,CSAH 71,CSAH 46
032-020,Freeborn,S CO LINE,CSAH 1
S.73.4.15.001,Stearns,County Line Rd,Co Rd 19
S.49.4.45.001,Morrison,MN TH 27,NO CO LINE
S.09.4.21.003,Carlton,1/2 mi n. of CR 262/Lindholm Rd,US 210
S.18.4.36.001,Crow Wing,CSAH 3 / CR 103,TH  6
S.55.4.25.001,Olmsted,.19 mi N of Grand View Ln SW,Olmsted CTH 3
S.56.4.24.002,Otter Tail,Rothsay Corp Lmts,CSAH 21
S.09.7.137.001,Carlton,I35 NB off ramp/NB on ramp,Continues as gravel CR 137
S.56.4.26.001,Otter Tail,Wilkin County Line,6.5 Miles E
S.49.4.48.001,Morrison,MN TH 371,CSAH 23
S.56.4.15.001,Otter Tail,Grant County Line,N Jct CSAH 2
026-070,Freeborn,2.5 MI NO OF TH 251,CSAH 35
S.43.4.13.001,McLeod,McLeod CTH 58/10th St,USAH 212
033-030,Freeborn,CSAH 10,W LIM HARTLAND
S.49.4.19.001,Morrison,E CO LINE,W LIMITS UPSALA
