,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
3315,S.56.7.131.001,,1,1,2,,,7727.379949,,Otter Tail,Greater MN,49,7,CR,131,,"423rd St, 370th Ave",CSAH 35,CSAH 35,,,2015,100,1.46351893,0.27,3,2.05,Rural,Rural,RG,Rural,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,11,Gravel,3,Paint,NV,1,Present,Present,None,None,None,6,0,3,8,0,17,11.61583882,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
103,S.69.4.101.001,,1,1,1,,,25011.08528,,St. Louis,Greater MN,69,4,CSAH,101,Leonidas,CSAH 101,Lookout Point Entrance,Admiral Rd (CSAH 788),,,2015,860,4.73694797,7.43,8,1.69,Rural,Rural,RG,Rural,YES,YES,Natural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,11,None,0,None,None,2C,Present,Present,None,None,None,13,2,23,13,4,55,11.61085162,,6,0,3,0,0,2,0,1,1,0,1,0,0,0,0,0,2,4,6,205200,,0,1,0,0,0,0,1,0,1,1,0,1,0,0,5,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3816,S.49.7.265.001,,1,1,3,,,42303.7897,49.265.01,Morrison,Greater MN,49,7,CR,265,,255TH AVE/203RD ST,CSAH 43,CSAH 45,,,2013,80,8.012081383,1.17,1,0.12,RURAL,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,Unknown,Unknown,11,Gravel,3,Undivided,NV,1,Present,Present,None,None,None,16,0,25,49,3,93,11.60747071,No Streetview Imagery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3866,S.49.4.53.001,,1,1,3,,,26842.33884,49.53.01,Morrison,Greater MN,49,4,CSAH,53,,210TH AVE,SO CO LINE,CSAH 34,,,2013,760,5.083776295,7.05,0,0,RURAL,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,11.5,Gravel,3,Undivided,NV,1,Present,Present,None,None,None,9,0,15,35,0,59,11.60554607,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,94800,,0,1,0,0,0,0,1,0,1,1,0,0,0,0,4,,0,0,0,1,1,0,1,0,,NA,NA,NA,NA,NA
3868,S.49.4.6.001,,1,1,3,,,30505.96101,49.6.01,Morrison,Greater MN,49,4,CSAH,6,,90TH AVE,MN TH 238,CSAH 12,,,2013,405,5.777644131,4.27,0,0,RURAL,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,11.5,Gravel,3,Undivided,NV,1,Present,Present,None,None,None,14,0,21,30,2,67,11.59642209,,5,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,941800,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3396,S.73.4.30.001,,1,1,3,,,20945.29739,,Stearns,Greater MN,73,4,CSAH,30,,2nd Ave W,Co Rd 13,Western St,,,2013,425,3.966912384,3.08,8,2.02,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,12,Gravel,2.5,Undivided,NV,2S,Present,Present,None,None,None,7,0,14,24,1,46,11.59592034,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,590000,,0,1,0,0,0,0,0,0,0,1,0,1,1,0,4,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3582,S.09.7.104.002,,1,1,1,,,15938.02019,9.104.02,Carlton,Greater MN,9,7,CR,104,,CR 104,1/4 mi south of Baker Rd/CR 60,Military Rd/CR 4,,,2010,165,3.01856443,0.91,4,1.33,Rural,Rural,RG,Rural,YES,nv,Natural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,12,Gravel,4,Undivided,NV,2S,Present,Present,None,None,None,3,0,24,8,0,35,11.59491567,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,1,1,0,4,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3845,S.49.4.36.001,,1,1,3,,,32344.08109,49.36.01,Morrison,Greater MN,49,4,CSAH,36,,LAKE RD,CSAH 34,MN TH 27,,,2015,295,6.125772934,3.3,7,1.14,RURAL,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,11.5,Gravel,3,Undivided,NV,1,Present,Present,None,None,None,17,0,23,30,1,71,11.59037411,,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,102600,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,,0,0,0,0,0,0,0,1,,NA,NA,NA,NA,NA
1795,049-010,,1,1,6,049-010,N,10934.06904,,Freeborn,Greater MN,24,4,CSAH,49,NV,,CSAH 2,CSAH 4,,,2013,95,2.07084641,0.36,1,0.48,RURAL,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,11,Gravel,2,Undivided,NV,2S,Present,Present,None,None,None,6,0,3,13,2,24,11.58946404,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3238,S.56.4.69.001,,1,1,2,,,13218.24817,,Otter Tail,Greater MN,49,4,CSAH,69,,"110th St, 115th St",Douglas County Line,CSAH 46,,,2014,210,2.503456093,0.96,0,0,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,12,Gravel,2.5,Paint,NV,2S,Present,Present,None,None,None,6,0,5,18,0,29,11.58398587,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
1547,S.18.7.136.001,,1,1,3,,,25084.77983,,Crow Wing,Greater MN,18,7,CR,136,,CR 136,CSAH 1,Cass County Line,"LAT: 46°48'6.29""N, LON: 94° 1'38.40""W","LAT: 46°44'18.82""N, LON: 94° 2'24.59""W",2015,400,4.75090527,3.47,15,3.16,Rural,Rural,RG,Rural,YES,nv,Natural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,Unknown,Unknown,11,Gravel,4.5,Undivided,None,Unknown,Present,Present,None,None,None,20,0,30,0,5,55,11.57674104,Street view not available for this segment,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,177800,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
191,S.69.4.16.005,,1,1,1,,,60691.15638,,St. Louis,Greater MN,69,4,CSAH,16,Makinen,CSAH 16,US Hwy 53,Vermilion Trail (CSAH 4),,,2015,1115,11.49453719,23.39,5,0.43,Rural,Rural,RG,Rural,YES,YES,Natural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,11,Composite,6,None,None,2C,Present,Present,None,None,None,25,3,76,29,0,133,11.57071379,Rumbles present East of CSAH 384,5,0,4,0,0,2,0,1,1,0,1,0,0,0,0,2,1,2,5,442600,,0,1,0,0,0,0,1,0,1,1,0,0,0,0,4,,0,0,0,1,1,0,1,0,,NA,NA,NA,NA,NA
2821,S.25.7.50.001,,1,1,6,,,9127.305477,,Goodhue,Greater MN,25,4,CSAH,50,,,State Highway 57,US Highway 52,,,2011,170,1.72865634,0.54,1,0.58,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-lane,Undivided,2-lane Undivided,55,Statutory,None,None,11.5,Gravel,7,Undivided,NV,1,Present,Present,None,None,None,4,0,3,13,0,20,11.5696796,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
2512,S.86.7.111.002,,1,1,3,,,11873.30108,,Wright,Greater MN,86,7,CR,111,,"Clementa Ave NW, 137th St NW, Barton Ave NW",127th St NW,Co Rd 75 NW,,,2016,540,2.248731265,2.22,3,1.33,Rural,Rural,RG,Rural,YES,nv,Natural,Paved,2-lane,Undivided,2-lane Undivided,55,Statutory,None,None,12,Gravel,4.5,Undivided,NV,1,Present,Present,None,None,None,7,0,9,10,0,26,11.5620752,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,1,0,1,1,0,1,0,0,5,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
2743,S.25.4.10.001,,1,1,6,,,35164.60756,,Goodhue,Greater MN,25,4,CSAH,10,,,County 11 Blvd,180th Avenue,,,2015,1090,6.659963552,13.25,12,1.8,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-lane,Undivided,2-lane Undivided,55,Statutory,None,None,10,Gravel,6,Undivided,NV,2S,Present,Present,None,None,None,13,1,21,42,0,77,11.56162483,,11,1,7,1,0,3,1,2,3,1,2,0,0,0,1,3,1,6,11,1233800,,0,1,0,0,0,0,1,0,1,1,0,1,1,0,6,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3227,S.56.4.65.002,,1,1,2,,,27403.53565,,Otter Tail,Greater MN,49,4,CSAH,65,,"210th St, 215th St",CSAH 40,Henning Corp Lmts,,,2015,455,5.19006357,4.31,8,1.54,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,12,Gravel,3,Paint,NV,1,Present,Present,None,None,None,9,0,18,33,0,60,11.56055204,,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,442600,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3184,S.56.4.45.001,,1,1,2,,,15528.80312,,Otter Tail,Greater MN,49,4,CSAH,45,,CSAH 45,CSAH 18,CSAH 1,,,2015,175,2.941061196,0.94,3,1.02,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,12,Gravel,3,Paint,NV,1,Present,Present,None,None,None,4,0,6,24,0,34,11.56045309,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7800,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3813,S.49.7.262.001,,1,1,3,,,26494.13199,49.262.01,Morrison,Greater MN,49,7,CR,262,,175TH AVE,CSAH 46,CSAH 48,,,2013,200,5.017828029,1.83,0,0,RURAL,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,11.5,Gravel,3,Undivided,NV,1,Present,Present,None,None,None,12,0,14,31,1,58,11.55878593,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3361,S.73.4.14.003,,1,1,3,,,15092.58772,,Stearns,Greater MN,73,4,CSAH,14,,Co Rd 14,0.25 miles W of 343rd Ave,Co Rd 12,,,2015,515,2.858444644,2.69,1,0.35,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,12,Gravel,2,Undivided,NV,2S,Present,Present,None,None,None,8,0,6,18,1,33,11.54473992,,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,7800,,0,1,0,0,0,0,1,0,1,1,0,0,1,0,5,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3556,S.73.7.190.001,,1,1,3,,,20587.74544,,Stearns,Greater MN,73,7,CR,190,,395th Ave,Hwy 71,Co Rd 29,,,2013,120,3.899194212,0.85,2,0.51,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,12,Gravel,2.5,Undivided,NV,1,Present,Present,None,None,None,10,0,10,25,0,45,11.54084602,,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,340000,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3332,S.73.4.1.001,,1,1,3,,,8271.855801,,Stearns,Greater MN,73,4,CSAH,1,,Co Highway 1,321st St,Hwy 15,,,2013,11240,1.566639356,32.14,7,4.47,Urban,Urban,UG,UG,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,40,Imagery (2012),None,None,12,Curb & Gutter,6,Undivided,NV,1,Present,Present,None,None,None,5,2,35,0,1,43,27.44728698,After the roundabout it becomes 4 lane with a 10 foot median,60,0,14,0,0,45,0,13,5,0,2,0,0,0,0,1,12,47,60,1580600,,0,1,0,0,0,1,0,0,1,1,0,0,0,0,4,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,1,0,0
3333,S.73.4.1.002,,1,1,3,,,16429.07446,,Stearns,Greater MN,73,4,CSAH,1,,"Co Highway 1, Great River Rd, Riverside Ave S, Riverside Ave N, Riverside Dr",Hwy 15,12th St N,,,2009,9240,3.111567132,52.47,4,1.29,Suburban,Urban,UG,UG,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,30,Imagery (2012),None,None,12,Curb & Gutter,6,Undivided,12.5,1,Present,Present,None,One Side,None,17,11,95,0,1,124,39.85130153,The speed limit starts at 40 and drops to 30. The shoulder type changes from paved to curb & gutter,72,1,12,0,0,45,0,16,6,0,2,0,0,0,1,4,22,45,72,3535000,,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,1,0,0
3823,S.49.7.274.001,,1,1,3,,,22880.96018,49.274.01,Morrison,Greater MN,49,7,CR,274,,243RD ST/324TH AVE,CSAH 51,CSAH 51,,,2013,200,4.333515186,1.58,1,0.23,RURAL,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,11.5,Gravel,3,Undivided,NV,1,Present,Present,None,None,None,6,2,21,19,2,50,11.53797734,"In HARDING, speed limit drops to 30MPH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3674,S.09.4.3.001,,1,1,1,,,23796.96922,9.3.01,Carlton,Greater MN,9,4,CSAH,3,,Webbking Drive/CR 3,CR 6,Military Rd/CR 4,,,2014,195,4.507001746,1.6,2,0.44,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Imagery 12,None,None,11,None,0,Undivided,NV,2S,Present,Present,None,None,None,4,0,37,8,3,52,11.5376037,,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,102600,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
2237,HEN.672,,1,1,5,RP.672,,8702.600301,,Hennepin,Metro MN,27,0,,115,Medina,Hamel Rd,SEE INTERSECTING CSAH 19,E OF TOMAHAWK TO W OF C RD 201,0,1.61,2016,610,1.648219754,1.83,7,4.25,Rural,Rural,RM,Rural,YES,Y,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,45,Imagery 16,None,None,12,Gravel,3,Undivided,NV,1,Present,Present,None,None,None,6,0,5,4,4,19,11.52758906,0,4,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,4,11102600,,0,0,0,0,0,0,1,0,1,1,0,1,0,0,4,,0,0,0,0,0,0,0,1,,NA,NA,NA,NA,NA
3117,S.56.4.19.004,,1,1,2,,,31611.92931,,Otter Tail,Greater MN,49,4,CSAH,19,,CSAH 19,CSAH 8,Becker County Line,,,2015,320,5.987107824,3.5,0,0,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,12,Gravel,2,Paint,NV,2S,Present,Present,None,None,None,12,2,18,37,0,69,11.52476321,,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23400,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
1819,071-050,,1,1,6,071-050,N,8718.895929,,Freeborn,Greater MN,24,7,CR,71,NV,,CSAH #17,ACKLAND SUBDIVISION ROAD.,,,2013,150,1.651306047,0.45,0,0,RURAL,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,11.5,Gravel,3,Undivided,NV,1,Present,Present,None,None,None,3,0,6,10,0,19,11.50604398,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,177800,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
2765,S.25.4.2.001,,1,1,6,,,78958.1551,,Goodhue,Greater MN,25,4,CSAH,2,,,County 16 Blvd,US Highway 63,,,2015,550,14.95419604,15.01,28,1.87,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-lane,Undivided,2-lane Undivided,55,Statutory,None,None,11,Gravel,5,Undivided,NV,2C,Present,Present,None,None,None,33,2,69,68,0,172,11.5017885,"2 small towns at the ends of the segment, mostly farm field with significant sections with forested land",21,2,15,1,1,4,0,1,3,0,0,0,0,2,0,1,3,15,21,22548000,,0,1,0,0,0,0,1,0,1,1,0,1,0,0,5,,0,0,0,0,0,0,0,1,,NA,NA,NA,NA,NA
2836,S.55.4.10.002,,1,1,6,,,44095.11833,,Olmsted,Greater MN,55,4,CSAH,10,,CSAH 10,Valley View La,ISTH 90,,,2013,535,8.351348169,8.15,4,0.48,RURAL,Rural,RG,Rural,YES,YES,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,12,Gravel,10,Undivided,NV,1,Present,Present,None,None,None,16,0,33,45,2,96,11.49515001,,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,359600,,0,1,0,0,0,0,1,0,1,1,0,0,0,0,4,,0,0,0,0,0,0,0,1,,NA,NA,NA,NA,NA
3341,S.73.4.115.001,,1,1,3,,,14129.49533,,Stearns,Greater MN,73,4,CSAH,115,,Co Rd 115,Co Rd 136,Co Rd 7,,,2013,1335,2.676040783,6.52,0,0,Suburban,Urban,UG,UG,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,55,Imagery (2016),None,None,12.5,Paved,5,Undivided,NV,1,Present,Present,None,None,None,16,4,44,12,0,76,28.40016508,The speed limit drops to 30 and the shoulder changes to curb & gutter,12,0,6,0,0,4,0,2,3,0,2,0,0,0,0,4,2,6,12,900800,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
1468,S.18.4.24.001,,1,1,3,,,16996.0004,,Crow Wing,Greater MN,18,4,CSAH,24,,CSAH 24,CSAH 23,CSAH 8,"LAT:46°19'20.95""N,LON: 94° 3'44.92""W","LAT: 46°19'50.66""N,LON: 93°59'55.69""W",2015,435,3.21893947,2.56,7,2.17,Rural,Rural,RG,Rural,YES,nv,Natural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,12,Gravel,1,Undivided,None,2S,Present,Present,None,None,None,9,0,19,7,2,37,11.49446902,,6,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,6,1028800,,0,1,0,0,0,0,0,0,0,1,0,1,1,0,4,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3343,S.73.4.120.001,,1,1,3,,,12739.67941,,Stearns,Greater MN,73,4,CSAH,120,,Co Rd 120,Co Rd 4,0.15 miles E of Connecticut Ave S,,,2009,15175,2.41281807,66.82,4,1.66,Suburban,Urban,UG,UG,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,45,Imagery (2012),None,None,12,Curb & Gutter,6,Paint,13.5,1,Present,Present,None,None,None,15,4,23,2,1,45,18.65039083,One side is a paved shoulder and the other is curb & gutter. There are two roundabouts in the segment,82,0,12,0,0,57,0,8,8,0,0,0,0,0,0,3,13,66,82,2155800,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
3844,S.49.4.35.001,,1,1,3,,,40431.43838,49.35.01,Morrison,Greater MN,49,4,CSAH,35,,IRIS RD,CSAH 34,USTH 10,,,2013,910,7.657469391,12.72,6,0.78,RURAL,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,12,Paved,2,Undivided,NV,2S,Present,Present,None,None,None,20,0,35,24,9,88,11.49204724,,8,1,4,1,0,3,0,1,1,0,0,0,0,0,1,2,1,4,8,1048200,,0,1,0,0,0,0,1,0,1,1,0,0,1,0,5,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
2807,S.25.7.40.001,,1,1,6,,,2756.83995,,Goodhue,Greater MN,25,4,CSAH,40,,,Prairie Rd,Sunrise Way,,,2015,70,0.522128778,0.07,3,5.75,Rural,Rural,RG,Rural,YES,nv,Natural,Paved,2-lane,Undivided,2-lane Undivided,55,Statutory,None,None,10,Gravel,3,Undivided,NV,3,Present,Present,None,None,None,4,0,2,0,0,6,11.49141792,"""Dead End"" sign present when entering onto segment from the North, Guardrail is present throughout ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,170000,,0,1,0,0,0,0,0,0,0,1,0,1,1,0,4,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3537,S.73.7.170.001,,1,1,3,,,30328.7682,,Stearns,Greater MN,73,7,CR,170,,"410th St, W 9th St N",Co Rd 17,4th Ave NW,,,2013,230,5.744084886,2.41,3,0.52,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,10.5,Gravel,2.5,Undivided,NV,2S,Present,Present,None,None,None,11,0,18,37,0,66,11.49008089,,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,94800,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3754,S.49.4.21.002,,1,1,3,,,71711.31042,49.21.02,Morrison,Greater MN,49,4,CSAH,21,,30TH ST,E LIMITS UPSALA,SO CO LINE,,,2013,880,13.58168758,21.81,10,0.74,RURAL,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,11,Gravel,1,Undivided,NV,2S,Present,Present,None,None,None,22,0,57,75,2,156,11.48605422,,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3,6,450400,,0,1,0,0,0,0,1,0,1,1,0,0,1,0,5,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3094,S.56.4.10.003,,1,1,2,,,34532.57571,,Otter Tail,Greater MN,49,4,CSAH,10,,CSAH 10,Elizabeth Corp Lmts,CSAH 1,,,2015,1025,6.540260552,12.23,3,0.46,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Imagery (2012),None,None,11,Gravel,3,Paint,NV,1,Present,Present,None,None,None,14,3,32,25,1,75,11.46743305,,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,6,529600,,0,1,0,0,0,0,1,0,1,1,0,0,0,0,4,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3142,S.56.4.29.001,,1,1,2,,,35919.29011,,Otter Tail,Greater MN,49,4,CSAH,29,,"CSAH 29, 245th Ave, Parkdale Beach Rd",CSAH 82,MNTH 210,,,2015,450,6.802895854,5.59,10,1.47,Rural,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,12.5,Gravel,4,Paint,NV,1,Present,Present,None,None,None,14,1,32,25,6,78,11.46570544,,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,31200,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3352,S.73.4.133.002,,1,1,3,,,5832.370388,,Stearns,Greater MN,73,4,CSAH,133,,2nd St S,57th Ave,Co Rd 78,,,2009,11500,1.104615604,23.18,1,0.91,Suburban,Urban,UG,UG,YES,nv,Commercial,Paved,2-Lane,Undivided,2-Lane Undivided,30,Imagery (2012),None,None,12,Curb & Gutter,Variable,Paint,16,1,Present,Present,None,One Side,None,15,21,1,0,1,38,34.40110738,,41,0,6,0,0,15,0,5,5,0,1,0,0,0,0,3,10,28,41,1598400,,1,0,0,0,0,1,0,0,1,1,0,0,0,0,4,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,1,0,0
3353,S.73.4.134.003,,1,1,3,,,6457.594213,,Stearns,Greater MN,73,4,CSAH,134,,Ridgewood Dr,Ridgewood Dr,Veterans Dr,,,2013,9545,1.223029207,21.3,2,1.64,Suburban,Urban,UG,UG,YES,nv,Residential,Paved,4-Lane,Undivided,Multi-Lane Undivided,30,Imagery (2015),None,None,12,Curb & Gutter,2,Curb,14,1,Present,Present,None,Both Sides,None,13,4,4,0,0,21,17.17048119,There is a section of a barrier median,39,1,8,0,0,15,0,0,3,0,0,0,0,0,1,0,6,32,39,1361600,,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,1,0,0
3781,S.49.7.234.002,,1,1,3,,,24873.88295,49.234.02,Morrison,Greater MN,49,7,CR,234,,IDEAL RD,N FIR ST,1 MI E OF CSAH 53,,,2013,85,4.71096268,0.73,3,0.64,RURAL,Rural,RG,Rural,YES,nv,Agricultural,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory,None,None,11.5,Gravel,2,Undivided,NV,2S,Present,Present,None,None,None,8,0,22,24,0,54,11.4626253,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,87000,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
